Category,Subcategory,Detail,Activity,Description,Unit,EmissionFactor
WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,tonnes,389.45704
WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,kWh (Net CV),0.05925
WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,kWh (Gross CV),0.05629
WTT- bioenergy,WTT- biofuel,Bioethanol,,,litres,0.61516
WTT- bioenergy,WTT- biofuel,Bioethanol,,,GJ,28.909
WTT- bioenergy,WTT- biofuel,Bioethanol,,,kg,0.77476
WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,litres,0.39508
WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,GJ,11.933
WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,kg,0.44391
WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,GJ,15.797
WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,kg,0.77405
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,litres,0.3534
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,GJ,10.6742
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,kg,0.39708
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,litres,0.53232
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,GJ,16.07836
WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,kg,0.59812
WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,litres,0.56439
WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,GJ,16.445
WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,kg,0.72358
WTT- bioenergy,WTT- biofuel,Biopropane,,,litres,0.15752
WTT- bioenergy,WTT- biofuel,Biopropane,,,GJ,6.613
WTT- bioenergy,WTT- biofuel,Biopropane,,,kg,0.30684
WTT- bioenergy,WTT- biofuel,Development diesel,,,litres,0.83338
WTT- bioenergy,WTT- biofuel,Development diesel,,,GJ,23.32
WTT- bioenergy,WTT- biofuel,Development diesel,,,kg,1.0034
WTT- bioenergy,WTT- biofuel,Development petrol,,,litres,0.76505
WTT- bioenergy,WTT- biofuel,Development petrol,,,GJ,23.097
WTT- bioenergy,WTT- biofuel,Development petrol,,,kg,1.03129
WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,litres,0.39508
WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,GJ,11.933
WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,kg,0.44391
WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,GJ,23.903
WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,kg,1.17125
WTT- bioenergy,WTT- biofuel,Methanol (bio),,,litres,0.59414
WTT- bioenergy,WTT- biofuel,Methanol (bio),,,GJ,37.597
WTT- bioenergy,WTT- biofuel,Methanol (bio),,,kg,0.74923
WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,litres,0.53386
WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,GJ,15.256
WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,kg,0.67052
WTT- bioenergy,WTT- biomass,Wood logs,,,tonnes,52.14
WTT- bioenergy,WTT- biomass,Wood logs,,,kWh,0.01277
WTT- bioenergy,WTT- biomass,Wood chips,,,tonnes,30.4
WTT- bioenergy,WTT- biomass,Wood chips,,,kWh,0.00792
WTT- bioenergy,WTT- biomass,Wood pellets,,,tonnes,177.0
WTT- bioenergy,WTT- biomass,Wood pellets,,,kWh,0.03744
WTT- bioenergy,WTT- biomass,Grass/straw,,,tonnes,68.65
WTT- bioenergy,WTT- biomass,Grass/straw,,,kWh,0.01604
WTT- bioenergy,WTT- biogas,Biogas,,,tonnes,102.85714
WTT- bioenergy,WTT- biogas,Biogas,,,kWh,0.01851
WTT- bioenergy,WTT- biogas,Landfill gas,,,tonnes,0.0
WTT- bioenergy,WTT- biogas,Landfill gas,,,kWh,0.0
Transmission and distribution,T&D- UK electricity,Electricity: UK,kWh,,kWh,0.01853
Transmission and distribution,Distribution - district heat & steam,5% loss,kWh,,kWh,0.00945
UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,0.00314
UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,0.00507
UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,0.00252
UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,0.00357
UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,0.00406
UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,0.00576
UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,0.00094
UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,0.00365
UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,0.00152
UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,0.00587
UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,0.00101
UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,0.00396
UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,0.00163
UK electricity T&D for EVs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,0.00637
UK electricity T&D for EVs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,0.00083
UK electricity T&D for EVs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,0.00352
UK electricity T&D for EVs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,0.00133
UK electricity T&D for EVs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,0.00565
UK electricity T&D for EVs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,0.00097
UK electricity T&D for EVs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,0.00465
UK electricity T&D for EVs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,0.00155
UK electricity T&D for EVs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,0.00748
UK electricity T&D for EVs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,0.00071
UK electricity T&D for EVs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,0.00593
UK electricity T&D for EVs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,0.00114
UK electricity T&D for EVs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,0.00955
UK electricity T&D for EVs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,0.00138
UK electricity T&D for EVs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,0.00401
UK electricity T&D for EVs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,0.00222
UK electricity T&D for EVs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,0.00645
UK electricity T&D for EVs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,0.00174
UK electricity T&D for EVs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,0.00493
UK electricity T&D for EVs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,0.00282
UK electricity T&D for EVs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,0.00793
UK electricity T&D for EVs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,0.00252
UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,km,0.00349
UK electricity T&D for EVs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,0.00406
UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,0.00563
UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,0.00098
UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,0.00368
UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,0.00157
UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,0.00592
UK electricity T&D for EVs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,0.00132
UK electricity T&D for EVs,Cars (by size),Large car,,Battery Electric Vehicle,km,0.00398
UK electricity T&D for EVs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,0.00212
UK electricity T&D for EVs,Cars (by size),Large car,,Battery Electric Vehicle,miles,0.00641
UK electricity T&D for EVs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,0.00122
UK electricity T&D for EVs,Cars (by size),Average car,,Battery Electric Vehicle,km,0.00384
UK electricity T&D for EVs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,0.00197
UK electricity T&D for EVs,Cars (by size),Average car,,Battery Electric Vehicle,miles,0.00618
UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,tonne.km,0.01183
UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,0.0036
UK electricity T&D for EVs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,miles,0.00579
UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,tonne.km,0.02361
UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,km,0.00548
UK electricity T&D for EVs,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,miles,0.00882
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,0.00369
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,0.01945
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,0.00146
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,km,0.00721
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.00234
UK electricity T&D for EVs,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,miles,0.01161
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,0.00369
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,tonne.km,0.02084
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,km,0.00146
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,km,0.00662
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,miles,0.00234
UK electricity T&D for EVs,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,miles,0.01066
WTT- UK electricity,WTT- UK electricity (generation),Electricity: UK,kWh,,kWh,0.0459
WTT- UK electricity,WTT- UK electricity (T&D),Electricity: UK,kWh,,kWh,0.00397
WTT- heat and steam,WTT- heat and steam,Onsite heat and steam,kWh,,kWh,0.03341
WTT- heat and steam,WTT- heat and steam,District heat and steam,kWh,,kWh,0.03341
WTT- heat and steam,WTT- district heat & steam distribution,5% loss,kWh,,kWh,0.00176
Water supply,Water supply,Water supply,,,cubic metres,0.1913
Water supply,Water supply,Water supply,,,million litres,191.30156
Water treatment,Water treatment,Water treatment,,,cubic metres,0.17088
Water treatment,Water treatment,Water treatment,,,million litres,170.87549
Material use,Construction,Aggregates,,Primary material production,tonnes,7.79306
Material use,Construction,Aggregates,,Re-used,tonnes,2.21
Material use,Construction,Aggregates,,Closed-loop source,tonnes,3.21835
Material use,Construction,Average construction,,Primary material production,tonnes,75.00675
Material use,Construction,Asbestos,,Primary material production,tonnes,27.0
Material use,Construction,Asphalt,,Primary material production,tonnes,39.21249
Material use,Construction,Asphalt,,Re-used,tonnes,1.73826
Material use,Construction,Asphalt,,Closed-loop source,tonnes,28.67835
Material use,Construction,Bricks,,Primary material production,tonnes,241.79306
Material use,Construction,Concrete,,Primary material production,tonnes,118.79306
Material use,Construction,Concrete,,Closed-loop source,tonnes,3.21835
Material use,Construction,Insulation,,Primary material production,tonnes,1861.79306
Material use,Construction,Insulation,,Closed-loop source,tonnes,1852.12293
Material use,Construction,Metals,,Primary material production,tonnes,3824.09335
Material use,Construction,Metals,,Closed-loop source,tonnes,1638.74406
Material use,Construction,Soils,,Closed-loop source,tonnes,1.00835
Material use,Construction,Mineral oil,,Primary material production,tonnes,1401.0
Material use,Construction,Mineral oil,,Closed-loop source,tonnes,676.0
Material use,Construction,Plasterboard,,Primary material production,tonnes,120.05
Material use,Construction,Plasterboard,,Closed-loop source,tonnes,32.17
Material use,Construction,Tyres,,Primary material production,tonnes,3335.5719
Material use,Construction,Tyres,,Re-used,tonnes,731.21789
Material use,Construction,Wood,,Primary material production,tonnes,269.50416
Material use,Construction,Wood,,Re-used,tonnes,38.54288
Material use,Other,Glass,,Primary material production,tonnes,1402.76667
Material use,Other,Glass,,Closed-loop source,tonnes,823.18954
Material use,Other,Clothing,,Primary material production,tonnes,22310.0
Material use,Other,Clothing,,Re-used,tonnes,152.25
Material use,Other,Food and drink,,Primary material production,tonnes,3701.40359
Material use,Organic,Compost derived from garden waste,,Primary material production,tonnes,112.08811
Material use,Organic,Compost derived from food and garden waste,,Primary material production,tonnes,114.90473
Material use,Electrical items,Electrical items - fridges and freezers,,Primary material production,tonnes,4363.33333
Material use,Electrical items,Electrical items - large,,Primary material production,tonnes,3267.0
Material use,Electrical items,Electrical items - IT,,Primary material production,tonnes,24865.47556
Material use,Electrical items,Electrical items - small,,Primary material production,tonnes,5647.94563
Material use,Electrical items,Batteries - Alkaline,,Primary material production,tonnes,4633.47826
Material use,Electrical items,Batteries - Li ion,,Primary material production,tonnes,6308.0
Material use,Electrical items,Batteries - NiMh,,Primary material production,tonnes,28380.0
Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Primary material production,tonnes,9115.90131
Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Closed-loop source,tonnes,995.0779
Material use,Metal,Metal: mixed cans,,Primary material production,tonnes,5114.62131
Material use,Metal,Metal: mixed cans,,Closed-loop source,tonnes,1525.52488
Material use,Metal,Metal: scrap metal,,Primary material production,tonnes,3473.11953
Material use,Metal,Metal: scrap metal,,Closed-loop source,tonnes,1706.42359
Material use,Metal,Metal: steel cans,,Primary material production,tonnes,2863.90131
Material use,Metal,Metal: steel cans,,Closed-loop source,tonnes,1823.90131
Material use,Plastic,Plastics: average plastics,,Primary material production,tonnes,3172.49932
Material use,Plastic,Plastics: average plastics,,Closed-loop source,tonnes,1575.39106
Material use,Plastic,Plastics: average plastic film,,Primary material production,tonnes,2916.50513
Material use,Plastic,Plastics: average plastic film,,Closed-loop source,tonnes,1103.56537
Material use,Plastic,Plastics: average plastic rigid,,Primary material production,tonnes,3354.28062
Material use,Plastic,Plastics: average plastic rigid,,Closed-loop source,tonnes,1915.72549
Material use,Plastic,Plastics: HDPE (incl. forming),,Primary material production,tonnes,3095.15524
Material use,Plastic,Plastics: HDPE (incl. forming),,Closed-loop source,tonnes,1770.79099
Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Primary material production,tonnes,2965.0779
Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Closed-loop source,tonnes,1097.90131
Material use,Plastic,Plastics: PET (incl. forming),,Primary material production,tonnes,3863.90131
Material use,Plastic,Plastics: PET (incl. forming),,Closed-loop source,tonnes,2213.90131
Material use,Plastic,Plastics: PP (incl. forming),,Primary material production,tonnes,2577.57172
Material use,Plastic,Plastics: PP (incl. forming),,Closed-loop source,tonnes,1312.57172
Material use,Plastic,Plastics: PS (incl. forming),,Primary material production,tonnes,4376.80391
Material use,Plastic,Plastics: PS (incl. forming),,Closed-loop source,tonnes,2669.76255
Material use,Plastic,Plastics: PVC (incl. forming),,Primary material production,tonnes,2944.75615
Material use,Plastic,Plastics: PVC (incl. forming),,Closed-loop source,tonnes,1847.82267
Material use,Paper,Paper and board: board,,Primary material production,tonnes,1199.72542
Material use,Paper,Paper and board: board,,Closed-loop source,tonnes,1098.11442
Material use,Paper,Paper and board: mixed,,Primary material production,tonnes,1288.50358
Material use,Paper,Paper and board: mixed,,Closed-loop source,tonnes,1068.77475
Material use,Paper,Paper and board: paper,,Primary material production,tonnes,1345.0779
Material use,Paper,Paper and board: paper,,Closed-loop source,tonnes,1050.0779
Waste disposal,Construction,Aggregates,,Open-loop,tonnes,1.00835
Waste disposal,Construction,Aggregates,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Aggregates,,Landfill,tonnes,1.26338
Waste disposal,Construction,Average construction,,Open-loop,tonnes,1.00835
Waste disposal,Construction,Average construction,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Average construction,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Construction,Asbestos,,Landfill,tonnes,5.9416
Waste disposal,Construction,Asphalt,,Open-loop,tonnes,1.00835
Waste disposal,Construction,Asphalt,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Asphalt,,Landfill,tonnes,1.26338
Waste disposal,Construction,Bricks,,Open-loop,tonnes,1.00835
Waste disposal,Construction,Bricks,,Landfill,tonnes,1.26338
Waste disposal,Construction,Concrete,,Open-loop,tonnes,1.00835
Waste disposal,Construction,Concrete,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Concrete,,Landfill,tonnes,1.26338
Waste disposal,Construction,Insulation,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Insulation,,Landfill,tonnes,1.26338
Waste disposal,Construction,Metals,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Metals,,Landfill,tonnes,1.26435
Waste disposal,Construction,Soils,,Closed-loop,tonnes,1.00835
Waste disposal,Construction,Soils,,Landfill,tonnes,19.54671
Waste disposal,Construction,Mineral oil,,Closed-loop,tonnes,4.68568
Waste disposal,Construction,Mineral oil,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Construction,Plasterboard,,Closed-loop,tonnes,4.68568
Waste disposal,Construction,Plasterboard,,Landfill,tonnes,71.95
Waste disposal,Construction,Tyres,,Closed-loop,tonnes,4.68568
Waste disposal,Construction,Wood,,Closed-loop,tonnes,4.68568
Waste disposal,Construction,Wood,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Construction,Wood,,Composting,tonnes,8.98311
Waste disposal,Construction,Wood,,Landfill,tonnes,925.34348
Waste disposal,Other,Books,,Closed-loop,tonnes,4.68568
Waste disposal,Other,Books,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Other,Books,,Composting,tonnes,8.98311
Waste disposal,Other,Books,,Landfill,tonnes,1164.4894
Waste disposal,Other,Glass,,Open-loop,tonnes,4.68568
Waste disposal,Other,Glass,,Closed-loop,tonnes,4.68568
Waste disposal,Other,Glass,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Other,Glass,,Landfill,tonnes,8.98311
Waste disposal,Other,Clothing,,Closed-loop,tonnes,4.68568
Waste disposal,Other,Clothing,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Other,Clothing,,Landfill,tonnes,496.78228
Waste disposal,Refuse,Household residual waste,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Refuse,Household residual waste,,Landfill,tonnes,497.24244
Waste disposal,Refuse,Organic: food and drink waste,,Incineration with Energy Recovery,tonnes,4.68568
Waste disposal,Refuse,Organic: food and drink waste,,Composting,tonnes,8.98311
Waste disposal,Refuse,Organic: food and drink waste,,Landfill,tonnes,700.30886
Waste disposal,Refuse,Organic: food and drink waste,,Anaerobic digestion,tonnes,8.98311
